summary_nr,_source,text,weak_action,weak_action_conf,weak_object,weak_object_conf,weak_controls,weak_sif_score,weak_sif_class,weak_energies
20181112133,January2015toNovember2025.csv,"on november 27, 2018, an employee was unrolling tarp on a flatbed trailer when he fell off the trailer and broke his leg. other fall to lower level, unspecified fractures leg(s), unspecified semi, tractor-trailer, tanker truck floors, walkways, ground surfaces, unspecified",driving,0.8,vehicle,0.8,,0.5,UNCERTAIN,
2017054515,January2015toNovember2025.csv,"an employee was on the roof of a high-rise preparing to clean windows when he fell five stories to the parking garage below. other fall to lower level more than 30 feet traumatic injuries and disorders, unspecified nonclassifiable roofs, unspecified ",working_at_height,0.8,,0.0,,0.5,UNCERTAIN,
2023032427,January2015toNovember2025.csv,"an employee was driving a forklift down a ramp after dropping off freight at a dock. the ramp was sweating, causing the employee to slide off the dock. the employee suffered a broken left hand. ran off roadway fractures hand(s), unspecified forklift, order picker, platform truck-powered ramps, loading docks, dock plates",driving,0.8,vehicle,0.8,,0.5,UNCERTAIN,
2018099837,January2015toNovember2025.csv,"an employee was standing on a stepladder, replacing coaxial cable on the outside of a home. the employee fell, landing on a cable reel and suffering broken ribs. other fall to lower level, unspecified fractures chest, except internal location of diseases or disorders step ladders reels, rolls, spools, coils, cones",working_at_height,0.8,ladder,0.8,,0.5,UNCERTAIN,
2022065282,January2015toNovember2025.csv,"a maintenance employee sustained heat exhaustion while working outside on an air conditioning unit. exposure to environmental heat heat exhaustion, prostration body systems heat-environmental ",maintenance_repair,0.8,,0.0,,0.5,UNCERTAIN,
2017031914,January2015toNovember2025.csv,"a worker was on the seventh or eighth rung of a 10-foot ladder and fell resulting in a broken rib and a bruise to the head. other fall to lower level 6 to 10 feet fractures chest, except internal location of diseases or disorders movable ladders, unspecified ",working_at_height,0.8,ladder,0.8,,0.5,UNCERTAIN,
2025077054,January2015toNovember2025.csv,"an employee was walking down a flight of metal stairs inside a building when he fell down the stairs, resulting in injuries to his back, wrist, and ankle that required hospitalization.  other fall to lower level  unspecified  traumatic injuries or exposures  unspecified  multiple body parts  n.e.c.  stairs, steps  ground, travel, and support surfaces  unspecified",working_at_height,0.8,,0.0,,0.5,UNCERTAIN,
2017043463,January2015toNovember2025.csv,"an employee was manually pulling orders and loading 50 inch tv's (in box) onto a pallet when he suffered an apparent heart attack and then fell to the concrete floor where he also sustained a skull fracture and brain bleed. fall on same level, n.e.c.  skull fracture and intracranial injury brain floor, n.e.c. ",material_handling,0.8,,0.0,,0.5,UNCERTAIN,
2019021401,January2015toNovember2025.csv,"a spotter truck driver fell after opening a trailer door in a parking lot. he broke his left wrist and was hospitalized, requiring surgery. fall on same level, unspecified fractures wrist(s) parking lot, unspecified ice, sleet, snow",driving,0.8,vehicle,0.8,,0.85,SIF_POTENTIAL,
2024109865,January2015toNovember2025.csv,"an employee was making a delivery at a supermarket when he fell from the back of the box truck to the ground. he was hospitalized with a fractured left arm and required surgery.  other fall to lower level  less than 6 feet  fractures     arm(s)  unspecified  straight trucks, box trucks  ground, travel, and support surfaces  unspecified",driving,0.8,vehicle,0.8,,0.85,SIF_POTENTIAL,
20211210974,January2015toNovember2025.csv,"an employee was working on a table blast machine. while he was cleaning a clog, his coat became caught in the moving axle, which pulled him in and broke his right arm. he was hospitalized. caught in running equipment or machinery during maintenance, cleaning  fractures arm(s), unspecified grinding, polishing machinery, n.e.c. suits, coats, jackets",maintenance_repair,0.8,machinery,0.8,,0.85,SIF_POTENTIAL,
20171010116,January2015toNovember2025.csv,"an employee was attempting to clean the index sensor on a bracket welder because of a machine fault. this did not clear the fault, so the employee attempted to clean the fixture. when the employee cleaned the fixture, the fault cleared and the machine actuated. this caused the magnet to come down on the employee's left index finger, amputating the finger at the second digit. caught in running equipment or machinery during maintenance, cleaning  amputations fingernail(s), nailbed(s)   welding machinery ",hot_work,0.8,machinery,0.8,,0.85,SIF_POTENTIAL,
2016087919,January2015toNovember2025.csv,"an employee had just finished changing the oil in a compressor. he descended a small step ladder to the ground. when he reached the ground, he turned and tripped over the step ladder. he lost his footing and fell, striking his abdomen on a stock support roller and suffering a spleen injury. fall on same level due to tripping over an object  internal injuries to organs and blood vessels of the trunk abdomen, except internal location of diseases or disorders floor, n.e.c. step ladders",working_at_height,0.8,ladder,0.8,,0.5,UNCERTAIN,
2019077351,January2015toNovember2025.csv,"an employee stepped off the frame of the crusher and fell to the ground. he was hospitalized with injuries to his ribs and right hip. other fall to lower level, unspecified soreness, pain, hurt-nonspecified injury multiple trunk locations compactors, crushers, pulverizers-earth, mineral floors, walkways, ground surfaces, unspecified",working_at_height,0.8,,0.0,,0.85,SIF_POTENTIAL,
2018065431,January2015toNovember2025.csv,"an employee opened the transformer/fuse drawer and changed two medium voltage fuses while the drawer was de-energized. as the employee began to push the main power drawer (13,200 vac./1,200 amps) back in an arc flash occurred. the arc blast energy and fire ball came out of the bottom door of the main power drawer and up. the employee was standing next to the main power drawer, on the bottom rung of a four-rung step ladder, when the fire ball engulfed his upper torso. the employee sustained second and third degree burns to his arms. direct exposure to electricity, greater than 220 volts third or fourth degree electrical burns arm(s), unspecified switchboards, switches, fuses ",working_at_height,0.8,ladder,0.8,,0.5,UNCERTAIN,
2015085399,January2015toNovember2025.csv,"an employee was using powered industrial equipment (picker) to retrieve products from a rack.  he was struck by another powered picker machine and his foot got caught between that picker and the rack. he sustained a laceration on the bottom of his big toe and second toe, and his big toe broke. he was hospitalized. nonroadway collision with other vehicle, unspecified fractures toes(s), toenail(s) forklift, order picker, platform truck-powered forklift, order picker, platform truck-powered",driving,0.8,vehicle,0.8,,0.85,SIF_POTENTIAL,
20201110451,January2015toNovember2025.csv,"an employee was moving a piece of wood that was preventing a tarp from lying flat. when the tarp came down, his left middle finger was pinched between the trailer frame and the tarp frame. the fingertip was amputated. compressed or pinched by shifting objects or equipment amputations fingertip(s) trailers construction debris",construction_installation,0.8,vehicle,0.8,,0.85,SIF_POTENTIAL,
2016076354,January2015toNovember2025.csv,"an employee was installing a security camera when the ladder he was standing on slipped out from underneath him and he fell approximately 7 to 8 feet. he fractured his fibula, scapula, and l1 vertebra. other fall to lower level 6 to 10 feet fractures multiple body parts, n.e.c. movable ladders, unspecified ",working_at_height,0.8,ladder,0.8,,0.5,UNCERTAIN,
2015021189,January2015toNovember2025.csv,"at the end of her shift, the worker slipped on a patch of ice in the driveway. she fell, broke her ankle, and was hospitalized. fall on same level due to slipping  fractures ankle(s) street, road, driveway, unspecified ice, sleet, snow",,0.0,,0.0,,0.85,SIF_POTENTIAL,
2019055332,January2015toNovember2025.csv,"an employee was using a circular saw to trim a wood frame. the blade slipped and severely lacerated the employee's index finger. injured by slipping or swinging object held by injured worker cuts, lacerations finger(s), fingernail(s), unspecified saws-powered, except chainsaws ",manual_tools,0.8,hand_tool,0.8,,0.5,UNCERTAIN,
2019088096,January2015toNovember2025.csv,"an employee went to remove a gladhand lock from a trailer when a yard jockey backed up and struck the employee, resulting in broken/bruised ribs and a collapsed lung. pedestrian struck by vehicle backing up in nonroadway area internal injuries to organs and blood vessels of the trunk chest, except internal location of diseases or disorders industrial vehicle, material hauling and transport-powered, n.e.c ",driving,0.8,vehicle,0.8,,0.5,UNCERTAIN,
2017087504,January2015toNovember2025.csv,"an employee lost consciousness while cleaning a small cut on their finger at the sink. the employee fell to the floor, suffering a head injury, skull fracture, and brain hemorrhage. fall on same level, n.e.c.  skull fracture and intracranial injury brain floor, n.e.c. ",cleaning,0.8,,0.0,,0.5,UNCERTAIN,
220926406,January2015toNovember2025.csv,"at 7:30 a.m. on january 25, 2017, two employees were just arriving at a work site to perform irrigation system repair/maintenance. after parking in the side of a two-way narrow traffic street, the two employees began to unload materials from a trailer that was attached to their work truck. as the employees were carrying traffic cones from the back of the trailer, another vehicle struck the trailer from behind. both employees were injured in the collision, sustaining severe injuries to their abdomen and rib cage, which they were hospitalized and received treatment. two employees are injured when struck by motor vehicle struck by,highway shoulder,material handling,motor vehicle,abdomen struck-by bruising, contusion",driving,0.699,vehicle,0.866,,0.503,SIF_POTENTIAL,struck_by|vehicle_motion
2019088111,January2015toNovember2025.csv,"an employee working in a residential bathroom fell while climbing or while on top of a 5-foot tall single-stage scaffold. the employee sustained a head injury. other fall to lower level, unspecified intracranial injuries, unspecified brain scaffolds-staging, unspecified floor, n.e.c.",working_at_height,0.8,scaffold,0.8,,0.5,UNCERTAIN,
2016087777,January2015toNovember2025.csv,"an employee was driving a small tug machine called a mule when he ran into a pole and suffered a broken shin bone. nonroadway collision with object other than vehicle, n.e.c. fractures lower leg(s) industrial vehicle, material hauling and transport-powered, n.e.c structural elements, n.e.c.",driving,0.8,vehicle,0.8,,0.5,UNCERTAIN,
2020076372,January2015toNovember2025.csv,"employees were erecting scaffolding inside a vessel. an employee climbed up from near the bottom to the top of the vessel (at ground level). as he was walking up a sloped duct, he lost his balance and fell, sliding about 15 feet down. he suffered a head contusion and an injury to the side. fall on water vehicle bruises, contusions head, unspecified water vehicle, unspecified ",driving,0.8,scaffold,0.8,,0.5,UNCERTAIN,
2016054580,January2015toNovember2025.csv,"an employee was working on a ladder when another employee pushed the trash cart filled with drywall into the ladder thereby causing the employee on the ladder to fall and shatter his knee. other fall to lower level, unspecified fractures knee(s) movable ladders, unspecified cart, dolly, hand truck-nonpowered",driving,0.8,ladder,0.8,,0.5,UNCERTAIN,
2022075832,January2015toNovember2025.csv,"an employee was aligning a steel beam when it rolled onto his left leg causing bruises. struck by rolling object or equipment-other than powered vehicle, unspecified bruises, contusions leg(s), unspecified beams-unattached metal ",driving,0.8,vehicle,0.8,,0.5,UNCERTAIN,
20251010863,January2015toNovember2025.csv,"an employee was helping a coworker transport a tall palm tree with a mini skid steer. the employee was severely shocked by a high-voltage electrical wire above the ground.  exposure to electricity  unspecified  electrocution, electric shock  body systems    power lines, transformers, convertors  source, secondary source  unspecified",electrical_work,0.8,electrical_cable,0.8,,0.85,SIF_POTENTIAL,
20161211755,January2015toNovember2025.csv,"an employee was moving from a ladder onto a pile of slag when he fell into the slag and broke his left leg. other jump to lower level, unspecified fractures leg(s), unspecified ladders, unspecified ",working_at_height,0.8,ladder,0.8,,0.5,UNCERTAIN,
20161211601,January2015toNovember2025.csv,"an employee was walking around the back of a vehicle to use his id to raise the employee entry gate when he slipped on ice and fell to the ground. he broke his right tibia and fibula as a result of the fall. fall on same level due to slipping  fractures lower leg(s) parking lot-paved ice, sleet, snow",driving,0.8,vehicle,0.8,,0.5,UNCERTAIN,
2023054756,January2015toNovember2025.csv,"an employee was using a cart to transport a 400 frame motor armature weighing 450 pounds. while moving the armature on the cart, the wheel struck an anti-fatigue mat, causing the cart to tip backward. the armature fell and pinched the employee's right big toe between it and the floor. the employee's right big toe was lacerated and required stitches and hospitalization. struck by falling object or equipment, n.e.c. cuts, lacerations toes(s), toenail(s) electric parts, n.e.c. cart, dolly, hand truck-nonpowered",driving,0.8,vehicle,0.8,,0.5,UNCERTAIN,
20181010319,January2015toNovember2025.csv,"an employee was skimming a wash tank. the employee's index finger was caught in a rotating part and amputated. caught in running equipment or machinery during regular operation amputations finger(s), fingernail(s), n.e.c. washers, dryers, and cleaning machinery and appliances, n.e.c. ",cleaning,0.8,tank,0.8,,0.85,SIF_POTENTIAL,
2023109801,January2015toNovember2025.csv,"an employee had climbed a ladder to adjust brackets that were securing the boot of a down spout to a concrete portable plant. the ladder shifted and slid out from under the employee, causing the employee to fall approximately 6 to 8 feet to the ground. the employee was hospitalized with a compression fracture to his l1 vertebra. other fall to lower level 6 to 10 feet fractures lumbar region movable ladders, unspecified floors, walkways, ground surfaces, unspecified",working_at_height,0.8,ladder,0.8,,0.85,SIF_POTENTIAL,
2025087850,January2015toNovember2025.csv,"an employee was visually inspecting the drive line for a conveyor. there was an explosion in the conveyor, and the employee suffered second- and third-degree burns to both forearms.  explosion  unspecified  thermal burns  third degree or higher  forearm(s)  conveyors  unspecified  source, secondary source  unspecified",inspection_testing,0.8,,0.0,,0.85,SIF_POTENTIAL,
2015075317,January2015toNovember2025.csv,"an employee was overseeing a natural gas line repair contractor at the intersection of west glen 7 north monroe, ridgewood, new jersey. the employee experienced dizziness and light-headedness and was hospitalized for treatment of dehydration and low sodium. exposure to environmental heat effects of heat and light, n.e.c. body systems heat-environmental ",maintenance_repair,0.8,vehicle,0.8,,0.85,SIF_POTENTIAL,
2021086766,January2015toNovember2025.csv,"at 12:45 p.m. on august 10, 2021, an employee was driving an electric cart when his right leg struck a gate. he suffered lacerations and contusions to the leg. part of occupant s body caught between vehicle and other object in nonroadway transport incident cuts and abrasions or bruises leg(s), unspecified off-road or industrial vehicle-powered, unspecified gates",driving,0.8,vehicle,0.8,,0.5,UNCERTAIN,
2023065492,January2015toNovember2025.csv,"an employee noticed that a conveyor had stopped moving tires. as the employee was working to repair the conveyor, the sprocket advanced and amputated the employee's right middle fingertip. caught in running equipment or machinery during maintenance, cleaning  amputations fingertip(s) conveyors-powered, unspecified ",maintenance_repair,0.8,vehicle,0.8,,0.85,SIF_POTENTIAL,
20201110375,January2015toNovember2025.csv,"an employee tripped over a telephone cord and fell. fall on same level due to tripping over an object  traumatic injuries and disorders, unspecified nonclassifiable floor, n.e.c. power cords, electrical cords, extension cords",electrical_work,0.8,electrical_cable,0.8,,0.5,UNCERTAIN,
20231211149,January2015toNovember2025.csv,"on december 6, 2023, an employee's right hand was on the hinged side of a door jamb when the door closed, resulting in a partial amputation and a fracture to the right little fingertip. struck by or caught in swinging door or gate amputations fingertip(s) doors, except garage and vehicle ",driving,0.8,vehicle,0.8,,0.85,SIF_POTENTIAL,
2020010391,January2015toNovember2025.csv,"an employee was loading a 5-foot auger drill bit onto a flatbed truck. his right pinky finger was caught between the auger he was rolling and another that was already on the truck. he sustained amputation of the pinky finger below the lower knuckle. struck by rolling object or equipment being pushed by injured worker amputations finger(s), fingernail(s), n.e.c. drill bits-unattached drill bits-unattached",driving,0.8,vehicle,0.8,,0.85,SIF_POTENTIAL,
2025032077,January2015toNovember2025.csv,"an employee was walking into a customer's building when he slipped on ice and fell, resulting in fractures to his foot.  fall on same level due to slip or trip  fractures     foot (feet), toe(s)  unspecified  ground, travel, and support surfaces  unspecified  ice, sleet, snow, hail",construction_installation,0.8,,0.0,,0.5,UNCERTAIN,
2016109617,January2015toNovember2025.csv,"an employee was in a bucket truck with a jib (rope and pulley system). the employee was using the pulley system to pull up an insulator. while trying to pull up the insulator, the employee's hand was caught between the rope and the pulley resulting in a left index fingertip amputation. compressed or pinched by shifting objects or equipment amputations fingertip(s) boom truck, bucket or basket hoist truck ",driving,0.8,crane_lifting_equipment,0.8,,0.85,SIF_POTENTIAL,
2018010602,January2015toNovember2025.csv,"an employee was sampling grain and fell 15 feet from the top of a rail car. the employee was hospitalized with a dislocated hip and elbow. other fall to lower level, unspecified dislocation of joints multiple body parts, n.e.c. train, locomotive, rail car, unspecified ",working_at_height,0.8,vehicle,0.8,,0.85,SIF_POTENTIAL,
2019032861,January2015toNovember2025.csv,"an employee was cutting an aluminum oxygen cylinder when it exploded. the employee suffered broken fingers and burns. explosion of pressure vessel, piping, or tire fractures and burns nonclassifiable oxygen tanks and cylinders saws-powered, except chainsaws",pressure_testing,0.8,pipeline,0.8,,0.85,SIF_POTENTIAL,
2021109239,January2015toNovember2025.csv,"an employee was guiding a boring rod on a vibratory plow trencher to install a conduit when the employee's hooding got caught on the boring rod, resulting in an amputation of the right little finger and potential fractures of the right arm. caught in running equipment or machinery during regular operation amputations finger(s), fingernail(s), n.e.c. trenchers ",excavation,0.8,machinery,0.8,,0.85,SIF_POTENTIAL,
2024087240,January2015toNovember2025.csv,"an employee was cleaning a mixing machine with an air hose. blades in the machine amputated two fingers on his right hand. the machine was not guarded at the time of the incident.  struck by running powered equipment  during maintenance, cleaning, testing  amputations involving bone loss  other finger(s)  n.e.c.  mixers, blenders, whippers food and beverage  machine guards",maintenance_repair,0.8,vehicle,0.8,,0.85,SIF_POTENTIAL,
20171110805,January2015toNovember2025.csv,"an employee was struck by a forklift, and the employee's left leg was briefly caught under the forklift. the employee suffered a broken left wrist and leg, as well as serious leg lacerations and contusions. the employee was hospitalized and had surgery. pedestrian struck by vehicle in nonroadway area, unspecified fractures upper and lower limb(s) forklift, order picker, platform truck-powered ",driving,0.8,vehicle,0.8,,0.85,SIF_POTENTIAL,
2019065881,January2015toNovember2025.csv,"an employee was visiting a site prior to it becoming fully operational for shipping. he exited the warehouse and was walking towards the parking lot when he fell approximately 5 feet off the dock and into the loading pit. the loading dock was open at the time of the incident. other fall to lower level less than 6 feet traumatic injuries and disorders, unspecified nonclassifiable ramps, loading docks, dock plates structures and surfaces, unspecified",working_at_height,0.8,,0.0,,0.5,UNCERTAIN,
2016010276,January2015toNovember2025.csv,"an employee was preparing to move a cart loaded with springs when the cart tipped over and springs fell onto his right leg, fracturing it and requiring hospitalization. struck by falling object or equipment, n.e.c. fractures leg(s), unspecified fasteners, n.e.c. cart, dolly, hand truck-nonpowered",driving,0.8,vehicle,0.8,,0.5,UNCERTAIN,
2021108971,January2015toNovember2025.csv,"employees were changing the oil on an rv. while the rv was being lined up, an employee was caught between it and the wall. he suffered a broken pelvis and was hospitalized. pedestrian struck by vehicle in nonroadway area, unspecified fractures pelvis motor home, rv ",driving,0.8,vehicle,0.8,,0.85,SIF_POTENTIAL,
2020032599,January2015toNovember2025.csv,"an employee was helping to move a slab of granite by hand when it shifted and struck him in the head. compressed or pinched by shifting objects or equipment intracranial injuries, unspecified brain stone, marble, granite slabs forklift, order picker, platform truck-powered",driving,0.8,vehicle,0.8,,0.5,UNCERTAIN,
2024109994,January2015toNovember2025.csv,"an employee was walking when they tripped and fell to the floor, resulting in a broken arm.  fall on same level due to slip or trip  fractures     arm(s)  unspecified  other constructed surface  source, secondary source  unspecified",,0.0,,0.0,,0.5,UNCERTAIN,
2016043312,January2015toNovember2025.csv,"an employee fell down the concrete stairs, fracturing her ribs and puncturing her lung. other fall to lower level, unspecified internal injuries to organs and blood vessels of the trunk chest, except internal location of diseases or disorders stairs, steps, unspecified ",working_at_height,0.8,pressure_vessel,0.8,,0.5,UNCERTAIN,
2018010414,January2015toNovember2025.csv,"while walking down the stairs, an employee tripped on the last step and suffered a broken left hip. other fall to lower level less than 6 feet fractures hip(s) stairs, steps, unspecified ",working_at_height,0.8,,0.0,,0.5,UNCERTAIN,
2025077496,January2015toNovember2025.csv,"an employee was retrieving a hose from a trailer. the employee tripped over a crossover sub and fell off the trailer. the crossover sub then rolled off the trailer and struck the employee's leg between the knee and ankle. the employee sustained a fracture.  struck by other falling object  n.e.c.  fractures     lower leg(s)  pipe fittings, collars  vehicle trailers, trailing units",driving,0.8,vehicle,0.8,,0.5,UNCERTAIN,
2024075915,January2015toNovember2025.csv,"during bus manufacturing operations, an employee was conducting routine operations that include heavy lifting and climbing. the employee sustained heat stroke.  exposure to environmental heat  unspecified  heat stroke, syncope  body systems    heat environmental  secondary source not applicable",driving,0.8,vehicle,0.8,,0.5,UNCERTAIN,
2017076165,January2015toNovember2025.csv,"an employee was installing a down guy-wire on an overhead cable tv facility when the tail of the wire contacted the overhead powerline. the employee received an electrical shock and was hospitalized. indirect exposure to electricity, greater than 220 volts electrocutions, electric shocks body systems wire, cables-nonelectrical power lines, transformers, convertors",electrical_work,0.8,electrical_cable,0.8,,0.85,SIF_POTENTIAL,
2016010594,January2015toNovember2025.csv,"an employee was climbing a metal antenna tower when the tower broke. the employee fell and hit the ground, breaking back bones. fall from collapsing structure or equipment, unspecified fractures back, including spine, spinal cord, unspecified telecommunications and cell phone towers ",working_at_height,0.8,machinery,0.8,,0.5,UNCERTAIN,
2020098401,January2015toNovember2025.csv,"a scaffold frame was being moved from one location to another when it fell onto an employee's foot and fractured it. struck by falling object or equipment, unspecified fractures foot (feet), unspecified scaffolds-staging, unspecified ",working_at_height,0.8,scaffold,0.8,,0.5,UNCERTAIN,
2021054277,January2015toNovember2025.csv,"an employee was checking a strapping machine that was not working. the employee raised the platform on the strapping machine from the deck and was caught between one of the rollers and the metal platform. the employee suffered an amputation to the right pinky finger and was hospitalized. caught in running equipment or machinery during maintenance, cleaning  amputations finger(s), fingernail(s), n.e.c. food and beverage processing machinery-specialized, unspecified ",maintenance_repair,0.8,machinery,0.8,,0.85,SIF_POTENTIAL,
2023054007,January2015toNovember2025.csv,"an employee was underneath a construction loader truck while working on it. as the employee got up, they struck their head on the frame of the truck and were hospitalized overnight for a concussion. struck against stationary object or equipment while rising concussions brain loaders, unspecified ",driving,0.8,vehicle,0.8,,0.85,SIF_POTENTIAL,
2015074903,January2015toNovember2025.csv,"an employee was attempting to clear a blockage in a corn flaker. the equipment was shut down and locked out at the time. the employee removed a corn cob from the rollers when residual pressure from the rollers smashed the employee's fingertips, resulting in an amputation of the middle left-hand finger. compressed or pinched by shifting objects or equipment amputations finger(s), fingernail(s), n.e.c. feed grinders, crushers, mixers-agricultural ",manual_tools,0.8,hand_tool,0.8,,0.85,SIF_POTENTIAL,
2023053886,January2015toNovember2025.csv,"a bws inspection services, llc employee was standing near the worksite waiting to visually inspect the quality of work when completed. meanwhile, another company was performing a hot tap into a natural gas line. a spark from the hot tap ignited a fire in the line, causing flames to come out of both ends of the pipe. the bws employee sustained burns. ignition of vapors, gases, or liquids heat (thermal) burns, unspecified nonclassifiable natural gas ",inspection_testing,0.8,gas_hydrocarbon,0.8,,0.5,UNCERTAIN,
20161211810,January2015toNovember2025.csv,"an employee was struck by a forklift while unloading freight, injuring the right ankle. pedestrian struck by vehicle in nonroadway area, unspecified soreness, pain, hurt-nonspecified injury ankle(s) forklift, order picker, platform truck-powered ",driving,0.8,vehicle,0.8,,0.5,UNCERTAIN,
2025021528,January2015toNovember2025.csv,"an employee was attaching a turnbuckle to an auger. the turnbuckle slipped and the employee's left thumb was pinched between the turnbuckle and the auger resulting in a partial amputation of left thumb.  caught or wedged between objects  nonrunning  amputations, avulsions, enucleations  unspecified  thumb(s)  hoisting accessories  n.e.c.  augers  except conveyor",lifting,0.8,crane_lifting_equipment,0.8,,0.85,SIF_POTENTIAL,
2025087661,January2015toNovember2025.csv,"an employee was inspecting a mechanical part when he fell from the loading dock to the ground. the employee sustained a fractured back bone that required overnight hospitalization.  other fall to lower level  unspecified  fractures     exterior and musculoskeletal structures of the back  unspecified  loading docks, dock plates  other constructed surface",working_at_height,0.8,,0.0,,0.5,UNCERTAIN,
2025010465,January2015toNovember2025.csv,"an employee was offloading material on a work truck. as he was walking around the vehicle a lull machine transporting a trench box down the street stuck the employee, resulting in a laceration to his left calf. the employee was hospitalized.   pedestrian struck by forward-moving vehicle in nonroadway area  cuts, lacerations, punctures without injury to internal structures  lower leg(s)  vehicle  unspecified  source, secondary source  unspecified",driving,0.8,vehicle,0.8,,0.85,SIF_POTENTIAL,
20191011162,January2015toNovember2025.csv,"an employee was cleaning equipment from a 15-foot-high platform. the employee fell and suffered a broken back. other fall to lower level 11 to 15 feet  fractures back, including spine, spinal cord, unspecified scaffolds-staging, unspecified floors, walkways, ground surfaces, unspecified",working_at_height,0.8,scaffold,0.8,,0.5,UNCERTAIN,
2017076995,January2015toNovember2025.csv,"an employee was loading vehicles onto a two-level vehicle hauler. after driving a vehicle onto the upper level of the hauler, the employee exited the driver-side door, slipped, and fell to the concrete ground, breaking both ankles. other fall to lower level, unspecified fractures ankle(s) truck-motorized freight hauling and utility, n.e.c ",driving,0.8,vehicle,0.8,,0.5,UNCERTAIN,
2018010793,January2015toNovember2025.csv,"an employee was walking to the facility from the company parking lot when she slipped on ice and injured her back, requiring hospitalization. fall on same level due to slipping  soreness, pain, hurt-nonspecified injury back, including spine, spinal cord, unspecified parking lot-paved ice, sleet, snow",,0.0,,0.0,,0.5,UNCERTAIN,
20231211267,January2015toNovember2025.csv,"an employee was taping a window from a step ladder that was on top of scaffolding. he fell toward the wall, which caused the scaffolding to tip over. the employee then fell to the ground and suffered a fractured disc in his neck and a fractured scapula. other fall to lower level, unspecified fractures multiple body parts, n.e.c. step ladders floors, walkways, ground surfaces, unspecified",working_at_height,0.8,ladder,0.8,,0.5,UNCERTAIN,
2021053998,January2015toNovember2025.csv,"a transmission fell on an automotive mechanic's right hand, amputating the ring fingertip. struck by falling object or equipment, unspecified amputations fingertip(s) transmission-vehicle ",driving,0.8,vehicle,0.8,,0.85,SIF_POTENTIAL,
2023032351,January2015toNovember2025.csv,"an employee was operating a mini skid steer, trying to get wood waste from under a trimmer unscrambler. the skid steer cantilevered forward and the employee's left hand was crushed between its control handle and a crossbeam under the trimmer. part of occupant s body caught between vehicle and other object in nonroadway transport incident crushing injuries hand(s), unspecified skid steer loaders, mini loaders logging and wood processing machinery-specialized, unspecified",driving,0.8,vehicle,0.8,,0.85,SIF_POTENTIAL,
20171110554,January2015toNovember2025.csv,"an employee had placed a gas-operated carpet cleaning machine in the garage of a vacant home, left the door between the garage and the living area open, and proceeded to clean the carpet. the employee was then exposed to carbon monoxide fumes. inhalation of harmful substance-single episode poisoning, toxic, noxious, or allergenic effect, unspecified body systems carbon monoxide washers, dryers, and cleaning machinery and appliances, n.e.c.",cleaning,0.8,vehicle,0.8,,0.5,UNCERTAIN,
2015119837,January2015toNovember2025.csv,"on 11/22/2015 at 11:50 a.m. an employee was isolating the gas line to identify the point of a suspected ice plug. he walked over to the meter when the hammer union on a two inch gas line disconnected and the pipe struck his leg injuring the tibia and fibula. struck by dislodged flying object, particle soreness, pain, hurt-nonspecified injury lower leg(s) pipes, ducts, tubing, unspecified oil drilling rigs and machinery",drilling_wellwork,0.8,vehicle,0.8,,0.5,UNCERTAIN,
2024021132,January2015toNovember2025.csv,"an employee was stacking a load of drywall using a forklift. as he adjusted the load, his right index finger was caught between two pieces of sheetrock and was lacerated to the bone. the employee was hospitalized and required surgery.  caught or wedged between objects  nonrunning  cuts, lacerations, punctures without injury to internal structures  other finger(s)  n.e.c.  wallboard, drywall, sheetrock  wallboard, drywall, sheetrock",driving,0.8,vehicle,0.8,,0.85,SIF_POTENTIAL,
220925390,January2015toNovember2025.csv,"at approximately 10:30 a.m. on january 25, 2017, an employee was unloading a rail car of fertilizer. he entered one of the unloading compartments to break up clumped material and was engulfed. the employee was asphyxiated and was killed. employee is engulfed and asphyxiated while unloading fertili railroad car,railroad,asphyxiated,confined space,flowing material,agriculture inhalation asphyxiation, drowning",confined_space,0.839,confined_space,0.839,,0.58,SIF_POTENTIAL,toxic_asphyxiant
220920334,January2015toNovember2025.csv,"at approximately 10:15 a.m. on january 10, 2017, employee #1 had attached a sorting hook to the bottom of a stack of four efco forms that measured 4 ft by 4 ft. the forms each weighed 279 pounds. he and a coworker were standing in close proximity to where the forms were being moved. while they were working, three unsecured forms positioned on top of an individually rigged efco form slid off. the forms struck both employees who were waiting to release the cm sorting hooks. the one coworker and five other employees near the operation were not injured. employee #1 suffered injuries to his left leg, including multiple fractures to his tibia and fibula. employee #1 was transported to a medical center, where he received treatment and was hospitalized. employee is struck by unsecured falling object and receives struck by,crane,falling object,material handling,rigging,leg,fracture,unsecured struck-by fracture, broken bones",lifting,0.811,crane_lifting_equipment,0.788,,0.503,SIF_POTENTIAL,struck_by|suspended_load
2018065788,January2015toNovember2025.csv,"an employee's left shoe got caught on the ladder causing him to start to fall. when it became unstuck, the employee used his left leg to catch/stop his fall and his leg slammed into the ground. the employee was hospitalized for a hyperextended knee. other fall to lower level, unspecified sprains knee(s) ladders, unspecified floors, walkways, ground surfaces, unspecified",working_at_height,0.8,ladder,0.8,,0.85,SIF_POTENTIAL,
